,budget,country,cum_ww_gross,director,genre_1,genre_2,genre_3,language,mpaa_rating,ratings_count,release_date,runtime,title,url,usa_gross,user_rating
3838,11500000,USA,,Rod Lurie,Crime,Drama,Mystery,English,R,33489,2009-07-29,108.0,Nothing But the Truth,https://www.imdb.com/title/tt1073241,3045.0,7.2
3839,70000000,USA,176104344,Steve Carr,Comedy,Family,Fantasy,English,PG,38034,2001-06-22,87.0,Dr. Dolittle 2,https://www.imdb.com/title/tt0240462,112952899.0,4.7
3840,3000000,USA,237113184,John Badham,Drama,Music,,English,R,62223,1977-12-16,118.0,Saturday Night Fever,https://www.imdb.com/title/tt0076666,94213184.0,6.8
3841,28000000,Canada,64445708,Gavin O'Connor,Biography,Drama,History,English,PG,41865,2004-02-06,135.0,Miracle,https://www.imdb.com/title/tt0349825,64378093.0,7.5
3842,48000000,USA,220673217,David Zucker,Comedy,,,English,PG-13,124293,2003-10-24,84.0,Scary Movie 3,https://www.imdb.com/title/tt0306047,110003217.0,5.5
3843,66000000,USA,212404396,Jon Amiel,Action,Crime,Romance,English,PG-13,97801,1999-04-30,113.0,Entrapment,https://www.imdb.com/title/tt0137494,87704396.0,6.3
3844,2000000,UK,,John Maclean,Western,,,English,R,36087,2015-04-16,84.0,Slow West,https://www.imdb.com/title/tt3205376,229094.0,6.9
3845,75000000,USA,67631903,Barry Levinson,Comedy,Crime,Drama,English,PG-13,61243,2001-10-12,123.0,Bandits,https://www.imdb.com/title/tt0219965,41575141.0,6.5
3846,3000000,USA,,Rob McKittrick,Comedy,,,English,R,81889,2005-10-07,94.0,Waiting...,https://www.imdb.com/title/tt0348333,16124543.0,6.8
3847,,USA,,Peter Hyams,Action,Crime,Mystery,English,R,14499,1988-06-10,97.0,The Presidio,https://www.imdb.com/title/tt0095897,20036242.0,6.0
3848,500000,USA,,Darren Doane,Comedy,Family,,English,PG,13802,2014-11-14,79.0,Saving Christmas,https://www.imdb.com/title/tt4009460,2783970.0,1.5
3849,3500000,USA,,Robert Altman,Comedy,Drama,War,English,R,61659,1970-03-01,116.0,MASH,https://www.imdb.com/title/tt0066026,81600000.0,7.6
3850,135000000,Australia,150406466,"George Miller, Gary Eck, David Peers",Animation,Adventure,Comedy,English,PG,36987,2011-11-18,100.0,Happy Feet Two,https://www.imdb.com/title/tt1402488,64006466.0,5.9
3851,8800000,Australia,360000000,Peter Faiman,Adventure,Comedy,,English,PG-13,83183,1986-09-26,97.0,Crocodile Dundee,https://www.imdb.com/title/tt0090555,174635000.0,6.5
3852,,UK,,Michael Dowse,Biography,Comedy,Drama,English,R,18074,2005-05-27,90.0,It's All Gone Pete Tong,https://www.imdb.com/title/tt0388139,120620.0,7.4
3853,60000000,USA,,Frank Coraci,Comedy,Western,,English,TV-14,36118,2015-12-11,119.0,The Ridiculous 6,https://www.imdb.com/title/tt2479478,,4.8
3854,30000000,USA,84872444,Denis Villeneuve,Action,Crime,Drama,English,R,306773,2015-10-02,121.0,Sicario,https://www.imdb.com/title/tt3397884,46889293.0,7.6
3855,55000000,USA,100230832,Oliver Stone,Drama,Sport,,English,R,104721,1999-12-22,162.0,Any Given Sunday,https://www.imdb.com/title/tt0146838,75530832.0,6.9
3856,15000000,USA,,Kevin Hooks,Action,Crime,Thriller,English,R,41038,1992-11-06,84.0,Passenger 57,https://www.imdb.com/title/tt0105104,44065653.0,5.9
3857,16000000,USA,247275374,"Peter Farrelly, Bobby Farrelly",Comedy,,,English,PG-13,320113,1994-12-16,107.0,Dumb and Dumber,https://www.imdb.com/title/tt0109686,127175354.0,7.3
3858,7000000,USA,,"Ray Kellogg, John Wayne, Mervyn LeRoy",Drama,War,,English,G,10974,1968-07-27,142.0,The Green Berets,https://www.imdb.com/title/tt0063035,21707027.0,5.7
3859,8000000,USA,22728043,Carter Smith,Horror,,,English,R,64440,2008-04-04,90.0,The Ruins,https://www.imdb.com/title/tt0963794,17432844.0,5.9
3860,35000000,USA,86648359,John Singleton,Action,Mystery,Thriller,English,PG-13,70686,2011-09-23,106.0,Abduction,https://www.imdb.com/title/tt1600195,28087155.0,5.1
3861,12600000,USA,,Michaël R. Roskam,Crime,Drama,,English,R,127655,2014-09-12,106.0,The Drop,https://www.imdb.com/title/tt1600196,10724389.0,7.1
3862,21000000,Netherlands,,Paul Verhoeven,Drama,Thriller,War,Dutch,R,66605,2007-05-18,145.0,Zwartboek,https://www.imdb.com/title/tt0389557,4398392.0,7.8
3863,"
Budget:€1,948,000
            (estimated)
",Finland,,Jalmari Helander,Adventure,Fantasy,Horror,Finnish,R,22829,2010-12-03,84.0,Rare Exports,https://www.imdb.com/title/tt1401143,263210.0,6.7
3864,,USA,,Sam Wood,Comedy,Musical,Sport,English,Not Rated,11733,1937-06-11,111.0,A Day at the Races,https://www.imdb.com/title/tt0028772,,7.7
3865,125000000,USA,362637473,Darren Aronofsky,Action,Adventure,Drama,English,PG-13,222470,2014-03-28,138.0,Noah,https://www.imdb.com/title/tt1959490,101200044.0,5.8
3866,17000000,USA,,Amy Heckerling,Adventure,Comedy,,English,PG-13,49757,1985-07-26,95.0,National Lampoon's European Vacation,https://www.imdb.com/title/tt0089670,49400000.0,6.2
3867,25000000,USA,410900000,Mick Jackson,Drama,Music,Romance,English,R,104067,1992-11-25,129.0,The Bodyguard,https://www.imdb.com/title/tt0103855,121945720.0,6.2
3868,40000000,USA,60040976,Roger Michell,Comedy,Drama,Romance,English,PG-13,65140,2010-11-10,107.0,Morning Glory,https://www.imdb.com/title/tt1126618,31011732.0,6.5
3869,15500000,Canada,,James Gunn,Comedy,Horror,Sci-Fi,English,R,68071,2006-03-31,95.0,Slither,https://www.imdb.com/title/tt0439815,7774730.0,6.5
3870,,USA,,Tim Robbins,Comedy,Drama,,English,R,12355,1992-09-04,102.0,Bob Roberts,https://www.imdb.com/title/tt0103850,4479470.0,7.0
3871,,USA,,Sidney Lumet,Comedy,Crime,Mystery,English,PG,10336,1982-03-19,116.0,Deathtrap,https://www.imdb.com/title/tt0083806,19282134.0,7.0
3872,40000000,USA,131100000,Reginald Hudlin,Comedy,Drama,Romance,English,R,22807,1992-07-01,117.0,Boomerang,https://www.imdb.com/title/tt0103859,70100000.0,5.4
3873,20000000,USA,,Tom Brady,Comedy,Sport,,English,PG-13,10517,2007-10-19,107.0,The Comebacks,https://www.imdb.com/title/tt0790804,13349251.0,4.2
3874,12000000,USA,19500000,Mark Romanek,Drama,Thriller,,English,R,105884,2002-09-13,96.0,One Hour Photo,https://www.imdb.com/title/tt0265459,31597131.0,6.8
3875,6000000,USA,,Greg Marcks,Crime,Drama,Horror,English,R,41118,2004-08-20,85.0,11:14,https://www.imdb.com/title/tt0331811,,7.2
3876,10000000,USA,,"Harry Elfont, Deborah Kaplan",Comedy,Romance,,English,PG-13,41035,1998-06-12,100.0,Can't Hardly Wait,https://www.imdb.com/title/tt0127723,25339117.0,6.5
3877,,France,,Andrzej Zulawski,Drama,Horror,,English,R,18654,1983-10-28,124.0,Possession,https://www.imdb.com/title/tt0082933,1113538.0,7.4
3878,15000000,USA,118154166,Rod Daniel,Comedy,Family,Romance,English,PG,22434,1993-12-17,89.0,Beethoven's 2nd,https://www.imdb.com/title/tt0106375,53354166.0,4.8
3879,12000000,USA,44376625,Bob Rafelson,Crime,Drama,Romance,English,R,19195,1981-03-20,122.0,The Postman Always Rings Twice,https://www.imdb.com/title/tt0082934,12376625.0,6.6
3880,27000000,USA,161849455,Neil Burger,Mystery,Sci-Fi,Thriller,English,PG-13,475592,2011-03-18,105.0,Limitless,https://www.imdb.com/title/tt1219289,79249455.0,7.4
3881,4000000,USA,,David Gordon Green,Crime,Drama,,English,R,41606,2014-04-11,117.0,Joe,https://www.imdb.com/title/tt2382396,373375.0,6.9
3882,5000000,USA,2852915,Francis Ford Coppola,Drama,,,English,R,11636,2009-06-26,127.0,Tetro,https://www.imdb.com/title/tt0964185,518522.0,6.9
3883,,USA,,Rod Daniel,Comedy,Fantasy,,English,PG,40058,1985-08-23,91.0,Teen Wolf,https://www.imdb.com/title/tt0090142,33086700.0,6.0
3884,,South Korea,43059790,Jeong-beom Lee,Action,Crime,Thriller,Korean,R,52672,2010-08-05,119.0,Ajeossi,https://www.imdb.com/title/tt1527788,6460.0,7.8
3885,"
Budget:€12,000,000
            (estimated)
",France,,Patrick Alessandrin,Action,Crime,Thriller,French,R,40350,2009-02-18,101.0,Banlieue 13: Ultimatum,https://www.imdb.com/title/tt1247640,36039.0,6.5
3886,,USA,,Jane Campion,Drama,Comedy,,English,R,13044,2000-02-18,115.0,Holy Smoke,https://www.imdb.com/title/tt0144715,1758780.0,5.9
3887,18000000,USA,141774679,Robert Luketic,Comedy,Romance,,English,PG-13,155863,2001-07-13,96.0,Legally Blonde,https://www.imdb.com/title/tt0250494,96520674.0,6.2
3888,25000000,UK,56042592,Bob Spiers,Comedy,Family,Music,English,PG,30471,1998-01-23,93.0,Spice World,https://www.imdb.com/title/tt0120185,29342592.0,3.4
3889,32000000,USA,113019290,Stephen Daldry,Drama,Romance,,English,R,212146,2009-01-30,124.0,The Reader,https://www.imdb.com/title/tt0976051,34194407.0,7.6
3890,800000,Australia,,Shane Abbess,Horror,Sci-Fi,Thriller,English,R,12828,2015-05-20,110.0,Infini,https://www.imdb.com/title/tt3327624,,5.4
3891,45000000,USA,107752036,David O. Russell,Action,Adventure,Comedy,English,R,149738,1999-10-01,114.0,Three Kings,https://www.imdb.com/title/tt0120188,60652036.0,7.1
3892,21000000,USA,,Jodie Foster,Drama,,,English,PG-13,44199,2011-05-19,91.0,The Beaver,https://www.imdb.com/title/tt1321860,970816.0,6.7
3893,1500000,UK,,Nicolas Roeg,Drama,Horror,Thriller,English,R,40498,1974-01-01,110.0,Don't Look Now,https://www.imdb.com/title/tt0069995,,7.3
3894,,France,,Dwight H. Little,Adventure,Drama,Family,English,PG,14824,1995-07-19,95.0,Free Willy 2: The Adventure Home,https://www.imdb.com/title/tt0113114,30077111.0,5.0
3895,18000000,USA,,Henry Selick,Animation,Family,Fantasy,English,PG,257091,1993-10-29,76.0,The Nightmare Before Christmas,https://www.imdb.com/title/tt0107688,75082668.0,8.0
3896,"
Budget:NOK 50,000,000
            (estimated)
",Norway,,Roar Uthaug,Action,Drama,Thriller,Norwegian,R,24608,2015-08-28,105.0,Bølgen,https://www.imdb.com/title/tt3616916,176637.0,6.7
3897,38000000,USA,117094902,Francis Lawrence,Drama,Romance,,English,PG-13,103686,2011-04-22,,Water for Elephants,https://www.imdb.com/title/tt1067583,58709717.0,6.9
3898,,USA,,Mark Steven Johnson,Action,Drama,Thriller,English,R,32507,2013-07-25,91.0,Killing Season,https://www.imdb.com/title/tt1480295,27713.0,5.4
3899,22000000,USA,,Robert De Niro,Crime,Drama,,English,R,112357,1993-10-01,121.0,A Bronx Tale,https://www.imdb.com/title/tt0106489,17266971.0,7.8
3900,82000000,USA,61481197,Roger Spottiswoode,Action,Mystery,Sci-Fi,English,PG-13,108203,2000-11-17,123.0,The 6th Day,https://www.imdb.com/title/tt0216216,34604280.0,5.9
3901,35000000,Italy,,Bernardo Bertolucci,Drama,,,English,PG,13871,1994-05-25,123.0,Little Buddha,https://www.imdb.com/title/tt0107426,4858139.0,6.0
3902,17000000,USA,95146283,Michael Lehmann,Comedy,Romance,,English,R,66017,2002-03-01,96.0,40 Days and 40 Nights,https://www.imdb.com/title/tt0243736,37950822.0,5.6
3903,40000000,USA,62771059,Stephen Hopkins,Horror,Thriller,,English,R,40036,2007-04-05,99.0,The Reaping,https://www.imdb.com/title/tt0444682,25117498.0,5.7
3904,,USA,53125354,Tyler Perry,Drama,Thriller,,English,PG-13,10794,2013-03-29,111.0,Temptation: Confessions of a Marriage Counselor,https://www.imdb.com/title/tt2070862,51975354.0,5.0
3905,20000000,USA,,Garry Marshall,Comedy,Drama,Music,English,PG-13,20609,1989-01-13,123.0,Beaches,https://www.imdb.com/title/tt0094715,57041866.0,6.9
3906,70000000,USA,130293714,Tony Scott,Action,Crime,Drama,English,R,297999,2004-04-23,146.0,Man on Fire,https://www.imdb.com/title/tt0328107,77911774.0,7.7
3907,10000000,USA,17500000,Richard Benjamin,Comedy,,,English,PG,43860,1986-03-26,91.0,The Money Pit,https://www.imdb.com/title/tt0091541,37499651.0,6.3
3908,175000000,USA,264218220,Kevin Reynolds,Action,Adventure,Sci-Fi,English,PG-13,161057,1995-07-28,135.0,Waterworld,https://www.imdb.com/title/tt0114898,88246220.0,6.2
3909,"
Budget:€4,000,000
            (estimated)
",Germany,,Fatih Akin,Comedy,Drama,,German,,32982,2009-12-25,99.0,Soul Kitchen,https://www.imdb.com/title/tt1244668,274385.0,7.3
3910,80000000,UK,162944923,Sydney Pollack,Crime,Mystery,Thriller,Aboriginal,PG-13,91740,2005-04-22,128.0,The Interpreter,https://www.imdb.com/title/tt0373926,72708161.0,6.4
3911,5000000,USA,,Jon Favreau,Comedy,Crime,Drama,English,R,15921,2001-08-31,95.0,Made,https://www.imdb.com/title/tt0227005,5308707.0,6.4
3912,18000000,USA,,Harald Zwart,Comedy,Crime,,English,R,27127,2001-04-27,93.0,One Night at McCool's,https://www.imdb.com/title/tt0203755,6290673.0,6.1
3913,10000000,India,,Rakesh Roshan,Action,Adventure,Sci-Fi,Hindi,Not Rated,15246,2006-06-23,185.0,Krrish,https://www.imdb.com/title/tt0432637,,6.4
3914,95000000,USA,156505388,Jan de Bont,Action,Adventure,Fantasy,English,PG-13,118214,2003-07-25,117.0,Lara Croft Tomb Raider: The Cradle of Life,https://www.imdb.com/title/tt0325703,65660196.0,5.5
3915,95000000,USA,104907746,Jay Roach,Comedy,,,English,R,116197,2012-08-10,85.0,The Campaign,https://www.imdb.com/title/tt1790886,86907746.0,6.1
3916,10000000,UK,,Julien Temple,Comedy,Musical,Romance,English,PG,18237,1989-05-12,100.0,Earth Girls Are Easy,https://www.imdb.com/title/tt0097257,3916303.0,5.3
3917,25000000,USA,51702483,Ringo Lam,Action,Crime,Mystery,English,R,17992,1996-09-13,101.0,Maximum Risk,https://www.imdb.com/title/tt0117011,14502483.0,5.5
3918,10000000,USA,,"Joe Dante, John Landis, George Miller, Steven Spielberg",Horror,Sci-Fi,,English,PG,29213,1983-06-24,101.0,Twilight Zone: The Movie,https://www.imdb.com/title/tt0086491,29500000.0,6.5
3919,30000000,USA,,Charles Shyer,Comedy,Family,Romance,English,PG,30205,1995-12-08,106.0,Father of the Bride Part II,https://www.imdb.com/title/tt0113041,76594000.0,6.0
3920,52000000,USA,204999686,Peyton Reed,Comedy,Drama,Romance,English,PG-13,113068,2006-06-02,106.0,The Break-Up,https://www.imdb.com/title/tt0452594,118703275.0,5.8
3921,40000,USA,,Peter Joseph,Documentary,History,War,English,Not Rated,16817,,123.0,Zeitgeist: Addendum,https://www.imdb.com/title/tt1332128,,8.3
3922,42000000,USA,201585328,"Phil Lord, Christopher Miller",Action,Comedy,Crime,English,R,463089,2012-03-16,109.0,21 Jump Street,https://www.imdb.com/title/tt1232829,138447667.0,7.2
3923,"
Budget:CAD 100,000
            (estimated)
",Canada,,"Colin Minihan, Stuart Ortiz, The Vicious Brothers",Horror,,,English,Not Rated,46603,2011-09-09,92.0,Grave Encounters,https://www.imdb.com/title/tt1703199,,6.1
3924,30000000,USA,12534399,Kurt Wimmer,Action,Sci-Fi,Thriller,English,PG-13,75312,2006-03-03,88.0,Ultraviolet,https://www.imdb.com/title/tt0370032,18500966.0,4.4
3925,60000000,USA,80767884,"Patrick Gilmore, Tim Johnson",Animation,Adventure,Comedy,English,PG,42701,2003-07-02,85.0,Sinbad: Legend of the Seven Seas,https://www.imdb.com/title/tt0165982,26483452.0,6.7
3926,,USA,,Chris Bell,Documentary,Sport,,English,PG-13,12621,2008-01-19,105.0,Bigger Stronger Faster*,https://www.imdb.com/title/tt1151309,307811.0,7.6
3927,80000000,USA,24453820,Richard Donner,Action,Adventure,Sci-Fi,English,PG-13,56497,2003-11-26,116.0,Timeline,https://www.imdb.com/title/tt0300556,19481943.0,5.6
3928,2700000,USA,,Carroll Ballard,Adventure,Family,Sport,English,G,10206,1979-10-17,118.0,The Black Stallion,https://www.imdb.com/title/tt0078872,37799643.0,7.4
3929,6000000,USA,245066411,Francis Ford Coppola,Crime,Drama,,English,R,1371599,1972-03-24,175.0,The Godfather,https://www.imdb.com/title/tt0068646,134966411.0,9.2
3930,6000000,USA,,George Roy Hill,Biography,Crime,Drama,English,PG,180483,1969-10-24,110.0,Butch Cassidy and the Sundance Kid,https://www.imdb.com/title/tt0064115,102308889.0,8.1
3931,,USA,,Henrik Ruben Genz,Action,Crime,Thriller,English,R,13685,2015-08-21,90.0,Good People,https://www.imdb.com/title/tt1361318,,5.5
3932,15000000,USA,,Alain Desrochers,Action,Crime,Thriller,English,R,11638,2017-03-04,88.0,Security,https://www.imdb.com/title/tt3501112,,5.7
3933,50000000,USA,142851197,"Glenn Ficarra, John Requa",Comedy,Drama,Romance,English,PG-13,424472,2011-07-29,118.0,Crazy Stupid Love,https://www.imdb.com/title/tt1570728,84351197.0,7.4
3934,1437000,UK,1012000,Alfred Hitchcock,Film-Noir,Thriller,,English,Approved,10917,1950-04-15,110.0,Stage Fright,https://www.imdb.com/title/tt0042994,1012000.0,7.1
3935,30000000,USA,48428063,Shane Acker,Animation,Action,Adventure,English,PG-13,122636,2009-09-09,79.0,9,https://www.imdb.com/title/tt0472033,31743332.0,7.1
3936,1500000,UK,,Rob Zombie,Horror,Thriller,,English,R,13937,2016-09-16,102.0,31,https://www.imdb.com/title/tt3835080,779820.0,5.1
3937,17000000,UK,,Guy Hamilton,Action,Drama,History,English,G,18344,1969-10-24,132.0,Battle of Britain,https://www.imdb.com/title/tt0064072,,7.0
3938,,USA,,Errol Morris,Documentary,Crime,Drama,English,Not Rated,19073,1988-08-25,101.0,The Thin Blue Line,https://www.imdb.com/title/tt0096257,1209846.0,8.0
3939,4000000,USA,,John Carpenter,Action,Horror,Sci-Fi,English,R,90606,1988-11-04,94.0,They Live,https://www.imdb.com/title/tt0096256,13008928.0,7.3
3940,"
Budget:€15,000,000
            (estimated)
",Belgium,,Lee Tamahori,Biography,Drama,Thriller,English,R,57488,2011-09-08,109.0,The Devil's Double,https://www.imdb.com/title/tt1270262,1357042.0,7.1
3941,,USA,,Karen Moncrieff,Crime,Drama,Mystery,English,R,13553,2007-04-26,93.0,The Dead Girl,https://www.imdb.com/title/tt0783238,17311.0,6.7
3942,40000000,USA,81896744,Mathieu Kassovitz,Horror,Mystery,Thriller,English,R,98032,2003-11-21,98.0,Gothika,https://www.imdb.com/title/tt0348836,59694580.0,5.8
3943,30000000,UK,129266061,Joe Wright,Drama,Mystery,Romance,English,R,220467,2008-01-11,123.0,Atonement,https://www.imdb.com/title/tt0783233,50927067.0,7.8
3944,8000000,USA,,Marshall Herskovitz,Biography,Drama,Romance,English,R,14183,1998-02-20,111.0,Dangerous Beauty,https://www.imdb.com/title/tt0118892,4530929.0,7.3
3945,4000000,Australia,,Rod Hardy,Drama,Romance,,English,PG-13,11171,2007-09-20,105.0,December Boys,https://www.imdb.com/title/tt0465436,46474.0,6.6
3946,"
Budget:£2,500,000
            (estimated)
",UK,,Paul Andrew Williams,Comedy,Crime,Horror,English,Unrated,11010,2008-03-14,92.0,The Cottage,https://www.imdb.com/title/tt0465430,,6.1
3947,1000000,USA,1222746,Chris Paine,Documentary,,,English,PG,11742,2006-08-04,92.0,Who Killed the Electric Car?,https://www.imdb.com/title/tt0489037,1677838.0,7.7
3948,50000000,USA,287928194,Brad Silberling,Comedy,Family,Fantasy,English,PG,101944,1995-05-26,100.0,Casper,https://www.imdb.com/title/tt0112642,100328194.0,6.1
3949,,USA,,Martin Scorsese,Crime,Drama,,English,R,397247,1995-11-22,178.0,Casino,https://www.imdb.com/title/tt0112641,,8.2
3950,115000000,USA,286140700,Neill Blomkamp,Action,Drama,Sci-Fi,English,R,384021,2013-08-09,109.0,Elysium,https://www.imdb.com/title/tt1535108,93050117.0,6.6
3951,55000000,USA,218791811,Paul Greengrass,Biography,Drama,Thriller,English,PG-13,374466,2013-10-11,134.0,Captain Phillips,https://www.imdb.com/title/tt1535109,107100855.0,7.8
3952,25000000,UK,27122040,Kevin Macdonald,Action,Adventure,Drama,English,PG-13,59792,2011-02-11,114.0,The Eagle,https://www.imdb.com/title/tt1034389,19490041.0,6.2
3953,66000000,USA,203277636,Scott Waugh,Action,Crime,Thriller,English,PG-13,151331,2014-03-14,132.0,Need for Speed,https://www.imdb.com/title/tt2369135,43577636.0,6.5
3954,65000000,USA,141337989,Mike Newell,Drama,,,English,PG-13,69100,2003-12-19,117.0,Mona Lisa Smile,https://www.imdb.com/title/tt0304415,63860942.0,6.5
3955,35000000,USA,48543388,Taylor Hackford,Action,Crime,Romance,English,R,102315,2013-01-25,118.0,Parker,https://www.imdb.com/title/tt1904996,17616641.0,6.2
3956,135000000,USA,76932872,Rob Cohen,Action,Adventure,Sci-Fi,English,PG-13,48826,2005-07-29,121.0,Stealth,https://www.imdb.com/title/tt0382992,32116746.0,5.0
3957,,USA,,Simon West,Action,Adventure,Thriller,English,R,270970,2012-08-17,103.0,The Expendables 2,https://www.imdb.com/title/tt1764651,,6.6
3958,1000000,USA,,Brin Hill,Fantasy,Romance,,English,Not Rated,27966,2014-04-20,106.0,In Your Eyes,https://www.imdb.com/title/tt2101569,,7.1
3959,20000000,USA,,Jesse Dylan,Comedy,Fantasy,,English,R,48506,2001-12-21,93.0,How High,https://www.imdb.com/title/tt0278488,31155435.0,6.3
3960,84000000,USA,122356539,Raja Gosnell,Adventure,Comedy,Family,English,PG,83410,2002-06-14,86.0,Scooby-Doo,https://www.imdb.com/title/tt0267913,153288182.0,5.0
3961,25000000,USA,,Joe Dante,Adventure,Comedy,Family,English,PG,17105,1985-07-12,109.0,Explorers,https://www.imdb.com/title/tt0089114,9873044.0,6.6
3962,10000000,USA,,Robert Mandel,Action,Thriller,,English,R,15396,1986-02-07,109.0,F/X,https://www.imdb.com/title/tt0089118,20603715.0,6.7
3963,185000000,USA,786636033,Steven Spielberg,Action,Adventure,Fantasy,English,PG-13,377654,2008-05-22,122.0,Indiana Jones and the Kingdom of the Crystal Skull,https://www.imdb.com/title/tt0367882,317101119.0,6.2
3964,30000000,UK,,Stanley Kubrick,Drama,War,,English,R,582123,1987-07-10,116.0,Full Metal Jacket,https://www.imdb.com/title/tt0093058,46357676.0,8.3
3965,40000000,USA,126069509,Jake Kasdan,Comedy,Romance,,English,R,97054,2014-07-18,94.0,Sex Tape,https://www.imdb.com/title/tt1956620,38543473.0,5.1
3966,,USA,3224947,Leslye Headland,Comedy,Drama,Romance,English,R,33976,2015-08-12,101.0,Sleeping with Other People,https://www.imdb.com/title/tt3165612,814775.0,6.5
3967,2500000,USA,25533818,Rick Rosenthal,Horror,,,English,R,60703,1981-10-30,92.0,Halloween II,https://www.imdb.com/title/tt0082495,25533818.0,6.6
3968,500000,USA,,Zachary Donohue,Horror,Mystery,Thriller,English,R,11586,2014-03-14,81.0,The Den,https://www.imdb.com/title/tt2503154,,6.1
3969,100000000,UK,30547160,Kathryn Bigelow,Drama,History,Thriller,English,PG-13,54185,2002-07-19,138.0,K-19: The Widowmaker,https://www.imdb.com/title/tt0267626,35168966.0,6.7
3970,7000000,USA,,Liev Schreiber,Comedy,Drama,,English,PG-13,54106,2005-10-14,106.0,Everything Is Illuminated,https://www.imdb.com/title/tt0404030,1705595.0,7.5
3971,20000000,USA,144216468,Scott Derrickson,Drama,Horror,Thriller,English,PG-13,108105,2005-09-09,119.0,The Exorcism of Emily Rose,https://www.imdb.com/title/tt0404032,75072454.0,6.7
3972,16000000,USA,,Jessy Terrero,Comedy,,,English,R,19892,2004-05-28,86.0,Soul Plane,https://www.imdb.com/title/tt0367085,13922211.0,4.4
3973,"
Budget:£8,000,000
            (estimated)
",UK,,Neil Jordan,Drama,Fantasy,Horror,English,R,36873,2013-05-31,118.0,Byzantium,https://www.imdb.com/title/tt1531901,84293.0,6.5
3974,"
Budget:INR 60,000,000
            (estimated)
",India,,Anurag Kashyap,Comedy,Drama,Romance,Hindi,Not Rated,24949,2009-02-06,144.0,Dev.D,https://www.imdb.com/title/tt1327035,10950.0,8.1
3975,1500000,USA,,Noah Baumbach,Comedy,Drama,,English,R,67848,2005-12-16,81.0,The Squid and the Whale,https://www.imdb.com/title/tt0367089,7362100.0,7.4
3976,,UK,,Lenny Abrahamson,Comedy,Drama,Music,English,R,67826,2014-09-05,95.0,Frank,https://www.imdb.com/title/tt1605717,644906.0,7.0
3977,88000000,USA,105316267,Terry Gilliam,Adventure,Comedy,Fantasy,English,PG-13,108011,2005-08-26,118.0,The Brothers Grimm,https://www.imdb.com/title/tt0355295,37916267.0,5.9
3978,13000000,France,,"Olivier Assayas, Frédéric Auburtin, Emmanuel Benbihy, Gurinder Chadha, Sylvain Chomet, Ethan Coen, Joel Coen, Isabel Coixet, Wes Craven, Alfonso Cuarón, Gérard Depardieu, Christopher Doyle, Richard LaGravenese, Vincenzo Natali, Alexander Payne, Bruno Podalydès, Walter Salles, Oliver Schmitz, Nobuhiro Suwa, Daniela Thomas, Tom Tykwer, Gus Van Sant",Comedy,Drama,Romance,French,R,66876,2007-06-15,120.0,"Paris, je t'aime",https://www.imdb.com/title/tt0401711,4857376.0,7.3
3979,9500000,UK,68500000,Lewis Gilbert,Action,Adventure,Thriller,English,PG,85100,1967-06-13,117.0,You Only Live Twice,https://www.imdb.com/title/tt0062512,43084787.0,6.9
3980,20000000,USA,,Tony Goldwyn,Comedy,Drama,Romance,English,R,39569,2006-09-15,115.0,The Last Kiss,https://www.imdb.com/title/tt0434139,11596143.0,6.5
3981,18000000,Spain,30991660,Pedro Almodóvar,Drama,Romance,Thriller,Spanish,R,34808,2010-01-15,127.0,Los abrazos rotos,https://www.imdb.com/title/tt0913425,5014305.0,7.2
3982,40000000,USA,141069860,"Bobby Farrelly, Peter Farrelly",Comedy,Drama,Fantasy,English,PG-13,118610,2001-11-09,114.0,Shallow Hal,https://www.imdb.com/title/tt0256380,70836296.0,5.9
3983,15000000,USA,,Kenny Ortega,Drama,Family,History,English,PG,16979,1992-04-10,121.0,Newsies,https://www.imdb.com/title/tt0104990,2819485.0,7.0
3984,26000000,Chile,,Patricia Riggen,Biography,Drama,History,English,PG-13,30877,2015-11-13,127.0,The 33,https://www.imdb.com/title/tt2006295,12188642.0,6.9
3985,35000000,USA,467483912,Todd Phillips,Comedy,,,English,R,648969,2009-06-05,100.0,The Hangover,https://www.imdb.com/title/tt1119646,277322503.0,7.7
3986,15000000,USA,,Gus Van Sant,Drama,Romance,,English,PG-13,16443,2011-04-06,91.0,Restless,https://www.imdb.com/title/tt1498569,163141.0,6.8
3987,"
Budget:€4,000,000
            (estimated)
",France,,Abdellatif Kechiche,Drama,Romance,,French,NC-17,118071,2013-10-09,180.0,La vie d'Adèle,https://www.imdb.com/title/tt2278871,2199675.0,7.8
3988,6400000,UK,40000000,James Cameron,Action,Sci-Fi,,English,R,700758,1984-10-26,107.0,The Terminator,https://www.imdb.com/title/tt0088247,38400000.0,8.0
3989,,USA,10297601,Savage Steve Holland,Comedy,Romance,,English,PG,37559,1985-10-11,97.0,Better Off Dead...,https://www.imdb.com/title/tt0088794,10297601.0,7.2
3990,40000000,USA,,Neil LaBute,Horror,Mystery,Thriller,English,PG-13,58554,2006-09-01,102.0,The Wicker Man,https://www.imdb.com/title/tt0450345,23643531.0,3.7
3991,19000000,USA,71274967,Steven Brill,Adventure,Comedy,Mystery,English,PG-13,40683,2004-08-20,95.0,Without a Paddle,https://www.imdb.com/title/tt0364751,58169327.0,5.9
