,budget,country,cum_ww_gross,director,genre_1,genre_2,genre_3,language,mpaa_rating,ratings_count,release_date,runtime,title,url,usa_gross,user_rating
0,45000000,USA,,David L. Cunningham,Adventure,Drama,Family,English,PG,14020,2007-10-05,99.0,The Seeker: The Dark Is Rising,https://www.imdb.com/title/tt0484562,8791738.0,4.8
1,3000000,UK,,David Lean,Adventure,Drama,War,English,PG,179207,1957-12-14,161.0,The Bridge on the River Kwai,https://www.imdb.com/title/tt0050212,44908000.0,8.2
2,2700000,USA,,Richard Linklater,Drama,Romance,,English,R,198794,2004-07-30,80.0,Before Sunset,https://www.imdb.com/title/tt0381681,5792822.0,8.1
3,15000000,UK,,Mark Palansky,Comedy,Fantasy,Romance,English,PG,55949,2008-02-29,104.0,Penelope,https://www.imdb.com/title/tt0472160,10011274.0,6.8
4,35000000,Germany,94728529,Adam Shankman,Comedy,Romance,,English,PG-13,68746,2001-01-26,103.0,The Wedding Planner,https://www.imdb.com/title/tt0209475,60400856.0,5.3
5,9000000,USA,,Sean Penn,Drama,Thriller,,English,R,11701,1995-11-16,111.0,The Crossing Guard,https://www.imdb.com/title/tt0112744,832910.0,6.3
6,12000000,UK,,Pascal Chaumeil,Comedy,Drama,,English,R,28500,2014-06-05,96.0,A Long Way Down,https://www.imdb.com/title/tt0458413,13093.0,6.4
7,55000000,USA,,Mark Steven Johnson,Comedy,Romance,,English,PG-13,56007,2010-01-29,91.0,When in Rome,https://www.imdb.com/title/tt1185416,32669555.0,5.6
8,20000000,USA,22361811,Rod Lurie,Drama,Thriller,,English,R,21659,2000-10-13,126.0,The Contender,https://www.imdb.com/title/tt0208874,17872723.0,7.0
9,27000000,USA,85564310,Robert Rodriguez,Action,Adventure,Comedy,English,PG,18745,2011-08-19,89.0,Spy Kids: All the Time in the World in 4D,https://www.imdb.com/title/tt1517489,38538188.0,3.5
10,150000000,USA,196393745,Robert Zemeckis,Animation,Action,Adventure,English,PG-13,152324,2007-11-16,115.0,Beowulf,https://www.imdb.com/title/tt0442933,82161969.0,6.2
11,3300000,USA,,Alejandro Monteverde,Drama,Romance,,English,PG-13,10043,2007-11-30,91.0,Bella,https://www.imdb.com/title/tt0482463,8108247.0,7.3
12,18000000,USA,,Rob Reiner,Comedy,Drama,Romance,English,PG-13,11111,2014-07-25,94.0,And So It Goes,https://www.imdb.com/title/tt2465146,15155772.0,5.8
13,"
Budget:€15,000,000
            (estimated)
",UK,,Saul Dibb,Drama,Romance,War,English,,18108,2015-03-13,107.0,Suite Française,https://www.imdb.com/title/tt0900387,,7.0
14,32000000,USA,97918663,Brian Levant,Adventure,Comedy,Family,English,PG,25834,2005-01-21,95.0,Are We There Yet?,https://www.imdb.com/title/tt0368578,82674398.0,4.6
15,4000000,Germany,11805917,Roger Avary,Comedy,Drama,Romance,English,R,46912,2002-10-11,110.0,The Rules of Attraction,https://www.imdb.com/title/tt0292644,6532619.0,6.7
16,,USA,,Lauren Miller Rogen,Comedy,Drama,,English,TV-MA,12000,2018-08-03,98.0,Like Father,https://www.imdb.com/title/tt7170950,,6.1
17,6200000,USA,,Paul Brickman,Comedy,Crime,Drama,English,R,71090,1983-08-05,99.0,Risky Business,https://www.imdb.com/title/tt0086200,63500000.0,6.8
18,8700000,USA,7659918,Richard Linklater,Animation,Crime,Drama,English,R,97930,2006-07-28,100.0,A Scanner Darkly,https://www.imdb.com/title/tt0405296,5501616.0,7.1
19,,Japan,,Takashi Shimizu,Horror,Mystery,Sci-Fi,English,PG-13,13230,2016-04-12,97.0,Flight 7500,https://www.imdb.com/title/tt1975159,,4.8
20,300000,France,,Jean-Luc Godard,Crime,Drama,Romance,French,Not Rated,23948,1969-01-08,110.0,Pierrot le fou,https://www.imdb.com/title/tt0059592,,7.7
21,54000000,USA,,"Richard Lester, Richard Donner",Action,Adventure,Sci-Fi,English,PG,87567,1981-06-19,127.0,Superman II,https://www.imdb.com/title/tt0081573,108185706.0,6.8
22,40000000,USA,,Barbet Schroeder,Action,Crime,Thriller,English,R,15498,1995-04-21,101.0,Kiss of Death,https://www.imdb.com/title/tt0113552,14942422.0,5.9
23,70000000,USA,283980167,Gary Ross,Action,Comedy,Crime,English,PG-13,89586,2018-06-08,110.0,Ocean's Eight,https://www.imdb.com/title/tt5164214,139377762.0,6.3
24,800000,UK,,Lewis Gilbert,Comedy,Drama,,English,PG,11896,1966-08-24,114.0,Alfie,https://www.imdb.com/title/tt0060086,18871300.0,7.1
25,7400000,Denmark,,Lars von Trier,Drama,Sci-Fi,,English,R,147697,2011-05-26,135.0,Melancholia,https://www.imdb.com/title/tt1527186,3029870.0,7.1
26,2600000,USA,,Alexander Mackendrick,Drama,Film-Noir,,English,Not Rated,23376,1957-07-04,96.0,Sweet Smell of Success,https://www.imdb.com/title/tt0051036,,8.2
27,70000000,USA,171000000,Renny Harlin,Action,Adventure,Thriller,English,R,107491,1993-05-28,113.0,Cliffhanger,https://www.imdb.com/title/tt0106582,84049211.0,6.4
28,,Sweden,,Daniel Espinosa,Action,Crime,Drama,Swedish,R,15237,2010-01-15,124.0,Snabba cash,https://www.imdb.com/title/tt1291652,188870.0,6.7
29,150000000,USA,319731881,M. Night Shyamalan,Action,Adventure,Family,English,PG,133495,2010-07-01,103.0,The Last Airbender,https://www.imdb.com/title/tt0938283,131564731.0,4.1
30,,USA,,Mel Gibson,Drama,,,English,PG-13,25357,1993-08-25,115.0,The Man Without a Face,https://www.imdb.com/title/tt0107501,24760338.0,6.7
31,,UK,,David Mackenzie,Drama,Romance,Sci-Fi,English,R,49486,2011-10-07,92.0,Perfect Sense,https://www.imdb.com/title/tt1439572,2959.0,7.1
32,,UK,,Stephen Frears,Biography,Drama,History,English,PG-13,21878,2017-10-06,111.0,Victoria & Abdul,https://www.imdb.com/title/tt5816682,22245070.0,6.8
33,320000,USA,,Stanley Kubrick,Crime,Drama,Film-Noir,English,Not Rated,70904,1956-06-06,85.0,The Killing,https://www.imdb.com/title/tt0049406,,8.0
34,1000000,USA,,Joe Dante,Horror,,,English,R,26513,1981-04-10,91.0,The Howling,https://www.imdb.com/title/tt0082533,17986000.0,6.6
35,4550000,USA,,Walter Lang,Biography,Drama,Musical,English,G,21431,1956-06-29,133.0,The King and I,https://www.imdb.com/title/tt0049408,21300000.0,7.5
36,15000000,UK,9455232,Mark Romanek,Drama,Romance,Sci-Fi,English,R,126466,2010-10-15,103.0,Never Let Me Go,https://www.imdb.com/title/tt1334260,2434652.0,7.2
37,35000000,USA,,Justin Zackham,Comedy,Drama,Romance,English,R,43022,2013-04-26,89.0,The Big Wedding,https://www.imdb.com/title/tt1931435,21784432.0,5.6
38,,Italy,,Giuseppe Tornatore,Comedy,Drama,Romance,Italian,R,76613,2001-02-02,108.0,Malèna,https://www.imdb.com/title/tt0213847,3429045.0,7.5
39,100000000,Germany,100086793,Spike Jonze,Adventure,Drama,Family,English,PG,94770,2009-10-16,101.0,Where the Wild Things Are,https://www.imdb.com/title/tt0386117,77233467.0,6.8
40,15000000,USA,,Mick Garris,Horror,,,English,R,17582,1992-04-10,91.0,Sleepwalkers,https://www.imdb.com/title/tt0105428,30524763.0,5.2
41,,USA,,Robert Benton,Drama,Romance,,English,R,15193,2007-09-28,97.0,Feast of Love,https://www.imdb.com/title/tt0800027,3504875.0,6.7
42,,USA,,"Heidi Ewing, Rachel Grady",Documentary,,,English,PG-13,24860,2007-04-18,84.0,Jesus Camp,https://www.imdb.com/title/tt0486358,902544.0,7.5
43,1500000,USA,,Frank Capra,Comedy,Drama,,English,Not Rated,94245,1939-10-19,129.0,Mr. Smith Goes to Washington,https://www.imdb.com/title/tt0031679,9600000.0,8.2
44,18000000,USA,,Agnieszka Holland,Drama,Family,Fantasy,English,G,32334,1993-08-13,101.0,The Secret Garden,https://www.imdb.com/title/tt0108071,31181347.0,7.3
45,,USA,,"Justin Benson, Gregg Bishop, Todd Lincoln, Aaron Moorhead, Marcel Sarmiento, Nacho Vigalondo",Horror,Thriller,,English,R,13217,2014-10-23,81.0,V/H/S Viral,https://www.imdb.com/title/tt3704538,2567.0,4.2
46,1600000,USA,,Nicholas Gyeney,Action,Sci-Fi,Thriller,English,Not Rated,11135,2016-07-22,88.0,Beta Test,https://www.imdb.com/title/tt4244162,10104.0,5.9
47,12500000,USA,,Michael Hoffman,Drama,,,English,PG-13,15524,2002-11-22,109.0,The Emperor's Club,https://www.imdb.com/title/tt0283530,14060950.0,6.9
48,1500000,USA,,Brad Anderson,Horror,Mystery,,English,R,48667,2001-09-14,100.0,Session 9,https://www.imdb.com/title/tt0261983,378176.0,6.5
49,12000000,Romania,24741977,Don Mancini,Comedy,Fantasy,Horror,English,R,33518,2004-11-12,87.0,Seed of Chucky,https://www.imdb.com/title/tt0387575,17083732.0,4.9
50,17000000,USA,209947037,Alejandro Amenábar,Horror,Mystery,Thriller,English,PG-13,304494,2001-08-10,101.0,The Others,https://www.imdb.com/title/tt0230600,96522687.0,7.6
51,"
Budget:€1,254,470
            (estimated)
",Ireland,,Billy O'Brien,Drama,Horror,Thriller,English,Not Rated,11290,2016-08-26,104.0,I Am Not a Serial Killer,https://www.imdb.com/title/tt4303340,,6.2
52,,USA,,Steven Brill,Action,Adventure,Comedy,English,TV-MA,30826,2016-05-27,108.0,The Do-Over,https://www.imdb.com/title/tt4769836,,5.7
53,1073000,USA,,Howard Hawks,Comedy,Family,Romance,English,Not Rated,49639,1938-02-18,102.0,Bringing Up Baby,https://www.imdb.com/title/tt0029947,,8.0
54,14000000,USA,,Mark Waters,Comedy,Mystery,Romance,English,PG-13,12803,2001-02-02,86.0,Head Over Heels,https://www.imdb.com/title/tt0192111,10397365.0,5.4
55,58000000,USA,119000000,Jonathan Frakes,Action,Adventure,Sci-Fi,English,PG,63077,1998-12-11,103.0,Star Trek: Insurrection,https://www.imdb.com/title/tt0120844,70117571.0,6.4
56,19000000,USA,,"Lewis Milestone, Carol Reed",Adventure,Drama,History,English,Not Rated,13071,1962-11-08,178.0,Mutiny on the Bounty,https://www.imdb.com/title/tt0056264,13680000.0,7.3
57,4240000,USA,,Morton DaCosta,Comedy,Musical,Romance,English,G,14364,1962-06-19,151.0,The Music Man,https://www.imdb.com/title/tt0056262,14953846.0,7.7
58,,USA,7600000,Peter Medak,Action,Horror,Sci-Fi,English,R,24932,1998-04-10,93.0,Species II,https://www.imdb.com/title/tt0120841,19165560.0,4.3
59,13000000,USA,54837234,Theodore Melfi,Comedy,Drama,,English,PG-13,87211,2014-10-24,102.0,St. Vincent,https://www.imdb.com/title/tt2170593,44134898.0,7.3
60,150000000,USA,314432837,Mark Dindal,Animation,Adventure,Comedy,English,G,75043,2005-11-04,81.0,Chicken Little,https://www.imdb.com/title/tt0371606,135386665.0,5.8
61,777000,USA,140000000,George Lucas,Comedy,Drama,,English,PG,72267,1973-08-11,110.0,American Graffiti,https://www.imdb.com/title/tt0069704,115000000.0,7.5
62,9000000,USA,,Kelly Fremon Craig,Comedy,Drama,,English,R,77276,2016-11-18,104.0,The Edge of Seventeen,https://www.imdb.com/title/tt1878870,14260193.0,7.4
63,,USA,,Otto Preminger,Crime,Drama,Mystery,English,Not Rated,52337,1959-09-01,160.0,Anatomy of a Murder,https://www.imdb.com/title/tt0052561,11900000.0,8.1
64,105000000,Australia,351040419,Baz Luhrmann,Drama,Romance,,English,PG-13,417198,2013-05-10,143.0,The Great Gatsby,https://www.imdb.com/title/tt1343092,144840419.0,7.3
65,3000000,UK,,Peter Collinson,Action,Comedy,Crime,English,G,35780,1969-09-03,99.0,The Italian Job,https://www.imdb.com/title/tt0064505,,7.3
66,25000000,USA,73745738,John Wells,Drama,,,English,R,77295,2014-01-10,121.0,August: Osage County,https://www.imdb.com/title/tt1322269,37738503.0,7.2
67,35000000,USA,14000000,Peyton Reed,Comedy,Romance,,English,PG-13,36605,2003-05-16,101.0,Down with Love,https://www.imdb.com/title/tt0309530,20298207.0,6.3
68,2000000,USA,,Byron Haskin,Action,Sci-Fi,Thriller,English,G,28585,1953-08-26,85.0,The War of the Worlds,https://www.imdb.com/title/tt0046534,4360000.0,7.2
69,450000,UK,899497,Hans Canosa,Comedy,Drama,Romance,English,R,11047,2007-05-18,84.0,Conversations with Other Women,https://www.imdb.com/title/tt0435623,369854.0,7.1
70,"
Budget:£3,500,000
            (estimated)
",UK,31005153,Neil Marshall,Adventure,Horror,Thriller,English,R,178573,2006-08-04,99.0,The Descent,https://www.imdb.com/title/tt0435625,26024456.0,7.2
71,1200000,USA,,Steven Soderbergh,Drama,,,English,R,43216,1989-09-22,100.0,"Sex, Lies, and Videotape",https://www.imdb.com/title/tt0098724,24741700.0,7.2
72,75000000,Germany,132274484,Paul W.S. Anderson,Action,Adventure,Romance,English,PG-13,96543,2011-10-21,110.0,The Three Musketeers,https://www.imdb.com/title/tt1509767,20377913.0,5.8
73,23000000,USA,,Tony Goldwyn,Comedy,Romance,,English,PG-13,21814,2001-03-30,97.0,Someone Like You...,https://www.imdb.com/title/tt0244970,27338033.0,6.1
74,35000000,USA,116980662,Jonathan Levine,Comedy,Horror,Romance,English,PG-13,204244,2013-02-01,98.0,Warm Bodies,https://www.imdb.com/title/tt1588173,66380662.0,6.9
75,10000000,USA,,Daniel Stern,Comedy,Family,Fantasy,English,PG,21079,1993-07-07,103.0,Rookie of the Year,https://www.imdb.com/title/tt0107985,53579269.0,6.0
76,4500000,USA,,Randal Kleiser,Adventure,Drama,Romance,English,R,56701,1980-07-02,104.0,The Blue Lagoon,https://www.imdb.com/title/tt0080453,58853106.0,5.7
77,,India,,Sujoy Ghosh,Mystery,Thriller,,Hindi,Not Rated,49415,2012-03-09,122.0,Kahaani,https://www.imdb.com/title/tt1821480,1035953.0,8.2
78,27000000,USA,115229890,John Landis,Adventure,Comedy,Crime,English,R,162089,1980-06-20,133.0,The Blues Brothers,https://www.imdb.com/title/tt0080455,57229890.0,7.9
79,12000000,USA,307239013,Josh Boone,Drama,Romance,,English,PG-13,301082,2014-06-06,126.0,The Fault in Our Stars,https://www.imdb.com/title/tt2582846,124872350.0,7.8
80,28000000,USA,,Stephen Hopkins,Action,Crime,Drama,English,R,25512,1994-07-01,121.0,Blown Away,https://www.imdb.com/title/tt0109303,30155037.0,6.2
81,,USA,,William Friedkin,Drama,Sport,,English,PG-13,10710,1994-02-18,108.0,Blue Chips,https://www.imdb.com/title/tt0109305,22355000.0,6.1
82,18000000,USA,,Jeff Nichols,Action,Drama,Mystery,English,PG-13,65512,2016-04-21,112.0,Midnight Special,https://www.imdb.com/title/tt2649554,3707794.0,6.6
83,15000000,Japan,,Rintaro,Animation,Adventure,Drama,Japanese,PG-13,18578,2002-01-25,108.0,Metoroporisu,https://www.imdb.com/title/tt0293416,636830.0,7.3
84,11000000,USA,21502976,Sam Raimi,Comedy,Horror,,English,R,146470,1993-02-19,81.0,Army of Darkness,https://www.imdb.com/title/tt0106308,11502976.0,7.6
85,19000000,USA,,Emir Kusturica,Comedy,Drama,Fantasy,English,R,37664,1994-09-09,142.0,Arizona Dream,https://www.imdb.com/title/tt0106307,106658.0,7.4
86,8000000,USA,3393161,Dennis Lee,Drama,,,English,R,11681,2008-07-17,99.0,Fireflies in the Garden,https://www.imdb.com/title/tt0961108,3393161.0,6.5
87,656000,USA,,Gregory La Cava,Comedy,Drama,Romance,English,Not Rated,17841,1936-09-06,94.0,My Man Godfrey,https://www.imdb.com/title/tt0028010,,8.1
88,13000000,USA,73798720,Patricia Riggen,Biography,Drama,Family,English,PG,16069,2016-03-16,109.0,Miracles from Heaven,https://www.imdb.com/title/tt4257926,61693523.0,7.1
89,79000000,USA,335260290,Brad Peyton,Action,Adventure,Comedy,English,PG,80027,2012-02-10,94.0,Journey 2: The Mysterious Island,https://www.imdb.com/title/tt1397514,103860290.0,5.8
90,70000000,USA,191300000,Nancy Meyers,Comedy,Fantasy,Romance,English,PG-13,175636,2000-12-15,127.0,What Women Want,https://www.imdb.com/title/tt0207201,182811707.0,6.4
91,11000000,USA,,Agnieszka Holland,Biography,Drama,Music,English,PG-13,12060,2007-03-08,104.0,Copying Beethoven,https://www.imdb.com/title/tt0424908,352786.0,6.8
92,30000000,Germany,,Peter Berg,Action,Drama,Sport,English,PG-13,52775,2004-10-08,118.0,Friday Night Lights,https://www.imdb.com/title/tt0390022,61188085.0,7.3
93,,UK,,Declan Lowney,Action,Comedy,Crime,English,R,27142,2014-02-27,90.0,Alan Partridge: Alpha Papa,https://www.imdb.com/title/tt0469021,152211.0,6.9
94,1500000,Canada,,Bruce McDonald,Fantasy,Horror,Thriller,English,Not Rated,25898,2009-09-18,93.0,Pontypool,https://www.imdb.com/title/tt1226681,3478.0,6.6
95,80000000,USA,516642939,Jay Roach,Comedy,Romance,,English,PG-13,232447,2004-12-22,115.0,Meet the Fockers,https://www.imdb.com/title/tt0290002,279261160.0,6.3
96,5000000,USA,,David Lynch,Biography,Drama,,English,PG,192946,1980-10-10,124.0,The Elephant Man,https://www.imdb.com/title/tt0080678,26010864.0,8.2
97,,Japan,,Satoshi Kon,Animation,Drama,Fantasy,Japanese,PG,18506,2002-09-14,87.0,Sennen joyû,https://www.imdb.com/title/tt0291350,37285.0,7.9
98,40000000,USA,,Todd Phillips,Comedy,Crime,Drama,English,R,142825,2016-08-19,114.0,War Dogs,https://www.imdb.com/title/tt2005151,43017433.0,7.1
99,20000000,UK,23925492,Jonathan Glazer,Drama,Mystery,Romance,English,R,32226,2004-10-29,100.0,Birth,https://www.imdb.com/title/tt0337876,5005883.0,6.1
100,52000000,USA,352114312,Steven Spielberg,Biography,Crime,Drama,English,PG-13,676975,2002-12-25,141.0,Catch Me If You Can,https://www.imdb.com/title/tt0264464,164615351.0,8.1
101,60000000,UK,,Paul W.S. Anderson,Action,Drama,Sci-Fi,English,R,47715,1998-10-23,99.0,Soldier,https://www.imdb.com/title/tt0120157,14567883.0,6.0
102,35000000,Denmark,,Bille August,Action,Drama,Sci-Fi,English,R,12540,1997-02-28,121.0,Smilla's Sense of Snow,https://www.imdb.com/title/tt0120152,2221994.0,6.4
103,15000000,USA,226200000,Sam Mendes,Drama,,,English,R,956376,1999-10-01,122.0,American Beauty,https://www.imdb.com/title/tt0169547,130096601.0,8.4
104,25000000,USA,,Malcolm D. Lee,Action,Comedy,,English,PG-13,31490,2002-05-31,86.0,Undercover Brother,https://www.imdb.com/title/tt0279493,38230435.0,5.8
105,38000000,USA,205298907,Robert Luketic,Comedy,Romance,,English,R,184120,2009-07-24,96.0,The Ugly Truth,https://www.imdb.com/title/tt1142988,88915214.0,6.5
106,1500000,USA,,Jon Watts,Drama,Fantasy,Horror,English,R,18442,2016-06-17,100.0,Clown,https://www.imdb.com/title/tt1780798,55007.0,5.7
107,125000000,USA,292351275,Rawson Marshall Thurber,Action,Thriller,,English,PG-13,44319,2018-07-13,102.0,Skyscraper,https://www.imdb.com/title/tt5758778,67796355.0,5.9
108,60000000,UK,71732303,William Friedkin,Drama,Thriller,War,English,R,40799,2000-04-07,128.0,Rules of Engagement,https://www.imdb.com/title/tt0160797,61335230.0,6.4
109,20000000,USA,10968746,Mabrouk El Mechri,Action,Thriller,,English,PG-13,32271,2012-09-07,93.0,The Cold Light of Day,https://www.imdb.com/title/tt1366365,3749061.0,4.9
110,8000000,Germany,,Wim Wenders,Drama,Mystery,Thriller,English,R,19605,2000-02-10,122.0,The Million Dollar Hotel,https://www.imdb.com/title/tt0120753,52526.0,5.9
111,"
Budget:£3,500,000
            (estimated)
",UK,88025781,Ben Palmer,Comedy,,,English,R,71024,2011-08-17,97.0,The Inbetweeners Movie,https://www.imdb.com/title/tt1716772,36000.0,6.8
112,16000000,USA,,Alex Kurtzman,Comedy,Drama,,English,PG-13,38719,2012-06-29,114.0,People Like Us,https://www.imdb.com/title/tt1716777,12412386.0,7.1
113,9000000,USA,,Dominic Sena,Crime,Drama,Thriller,English,R,46427,1993-09-03,117.0,Kalifornia,https://www.imdb.com/title/tt0107302,2395231.0,6.7
114,105000000,USA,408579038,"Mike Thurmeier, Galen T. Chu",Animation,Adventure,Comedy,English,PG,44735,2016-07-22,94.0,Ice Age: Collision Course,https://www.imdb.com/title/tt3416828,64063008.0,5.7
115,49000000,South Africa,104399548,Neill Blomkamp,Action,Crime,Drama,English,R,206943,2015-03-06,120.0,Chappie,https://www.imdb.com/title/tt1823672,31569268.0,6.8
116,,UK,,John Dower,Documentary,,,English,Not Rated,10273,2017-03-10,99.0,My Scientology Movie,https://www.imdb.com/title/tt5111874,22450.0,6.7
117,1500000,USA,,Davis Guggenheim,Documentary,,,English,PG,75755,2006-06-30,96.0,An Inconvenient Truth,https://www.imdb.com/title/tt0497116,23808111.0,7.5
118,,UK,,André Øvredal,Horror,Mystery,Thriller,English,R,65376,2016-12-21,86.0,The Autopsy of Jane Doe,https://www.imdb.com/title/tt3289956,,6.8
119,,West Germany,5190818,Werner Herzog,Horror,,,German,PG,27459,1979-01-17,107.0,Nosferatu: Phantom der Nacht,https://www.imdb.com/title/tt0079641,,7.6
120,,USA,,Tamara Jenkins,Comedy,Drama,,English,R,33858,2008-02-01,114.0,The Savages,https://www.imdb.com/title/tt0775529,6610326.0,7.2
121,15000000,USA,,Tim Burton,Comedy,Fantasy,,English,PG,220725,1988-03-30,92.0,Beetlejuice,https://www.imdb.com/title/tt0094721,73707461.0,7.5
122,20000000,USA,,Paul Michael Glaser,Comedy,Family,Fantasy,English,PG,21036,1996-07-17,93.0,Kazaam,https://www.imdb.com/title/tt0116756,18876581.0,2.9
123,10000000,USA,79275328,Ari Aster,Drama,Horror,Mystery,English,R,88990,2018-06-08,127.0,Hereditary,https://www.imdb.com/title/tt7784604,44069456.0,7.3
124,27000000,USA,134700000,Anthony Minghella,Drama,Romance,War,English,R,160823,1996-12-06,162.0,The English Patient,https://www.imdb.com/title/tt0116209,78651430.0,7.4
125,17500000,USA,20387597,Jay Chandrasekhar,Comedy,,,English,R,59664,2006-08-25,110.0,Beerfest,https://www.imdb.com/title/tt0486551,19185184.0,6.3
126,40000000,USA,76347393,Simon West,Action,Crime,Thriller,English,R,137379,2011-01-28,93.0,The Mechanic,https://www.imdb.com/title/tt0472399,29121498.0,6.6
127,,UK,,Neil Jordan,Crime,Drama,Romance,English,R,11333,1986-06-13,104.0,Mona Lisa,https://www.imdb.com/title/tt0091538,5794184.0,7.4
128,58000000,USA,313542341,Ron Howard,Biography,Drama,,English,PG-13,737508,2002-01-04,135.0,A Beautiful Mind,https://www.imdb.com/title/tt0268978,170742341.0,8.2
129,35000000,USA,124909762,Mike Newell,Biography,Crime,Drama,English,R,249279,1997-02-28,127.0,Donnie Brasco,https://www.imdb.com/title/tt0119008,41909762.0,7.8
130,,USA,,Jack Smight,Action,Drama,History,English,PG,15346,1976-06-18,132.0,Midway,https://www.imdb.com/title/tt0074899,43220000.0,6.8
131,10000000,Lebanon,,Moustapha Akkad,Adventure,Biography,Drama,English,PG,38968,1977-07-08,177.0,The Message,https://www.imdb.com/title/tt0074896,15000000.0,8.2
132,1558000,USA,3373000,Vincente Minnelli,Drama,Romance,,English,Passed,11301,1953-02-09,118.0,The Bad and the Beautiful,https://www.imdb.com/title/tt0044391,2367000.0,7.9
133,2000000,UK,16000000,Alfred Hitchcock,Thriller,,,English,R,35759,1972-06-21,116.0,Frenzy,https://www.imdb.com/title/tt0068611,,7.5
134,6800000,Canada,12597210,Denis Villeneuve,Drama,Mystery,War,French,R,115087,2011-01-12,131.0,Incendies,https://www.imdb.com/title/tt1255953,6857096.0,8.2
135,8000000,USA,,Don Siegel,Biography,Crime,Drama,English,PG,100390,1979-06-22,112.0,Escape from Alcatraz,https://www.imdb.com/title/tt0079116,43000000.0,7.6
136,,USA,,Werner Herzog,Documentary,Crime,Drama,English,PG-13,14497,2012-03-30,107.0,Into the Abyss,https://www.imdb.com/title/tt1972663,216262.0,7.3
137,5000000,USA,10156933,Brian Dannelly,Comedy,Drama,,English,PG-13,42463,2004-06-11,92.0,Saved!,https://www.imdb.com/title/tt0332375,8940582.0,6.8
138,16000000,France,,Jérôme Salle,Crime,Drama,Thriller,English,R,16075,2013-12-04,110.0,Zulu,https://www.imdb.com/title/tt2249221,,6.7
139,,USA,,Don Roos,Drama,,,English,R,17255,2010-10-28,119.0,Love and Other Impossible Pursuits,https://www.imdb.com/title/tt1032825,20585.0,6.4
140,,USA,,Bryan Fogel,Documentary,Sport,Thriller,Russian,TV-MA,24271,2017-08-04,121.0,Icarus,https://www.imdb.com/title/tt6333060,,8.0
141,"
Budget:€13,000,000
            (estimated)
",France,,Gaspar Noé,Drama,Fantasy,,English,Not Rated,56826,2010-05-05,161.0,Enter the Void,https://www.imdb.com/title/tt1191111,336467.0,7.3
142,35000000,USA,131282949,Richard Linklater,Comedy,Music,,English,PG-13,235577,2003-10-03,108.0,The School of Rock,https://www.imdb.com/title/tt0332379,81261177.0,7.1
143,2000000,USA,,Woody Allen,Comedy,,,English,GP,30995,1971-07-19,82.0,Bananas,https://www.imdb.com/title/tt0066808,,7.1
144,,USA,,Robert Smigel,Comedy,,,English,TV-14,11062,2018-04-27,116.0,The Week Of,https://www.imdb.com/title/tt6821012,,5.0
145,20000000,USA,,Robert Stevenson,Animation,Adventure,Comedy,English,G,29773,1971-12-13,117.0,Bedknobs and Broomsticks,https://www.imdb.com/title/tt0066817,18530000.0,7.1
146,60000000,USA,76257813,Travis Knight,Animation,Action,Adventure,English,PG,97814,2016-08-19,101.0,Kubo and the Two Strings,https://www.imdb.com/title/tt4302938,48023088.0,7.8
147,,USA,,Robert Rodriguez,Action,Comedy,Horror,English,Not Rated,183854,2007-06-21,105.0,Planet Terror,https://www.imdb.com/title/tt1077258,,7.1
148,10000000,USA,,Don Chaffey,Animation,Adventure,Comedy,English,G,19892,1977-11-03,128.0,Pete's Dragon,https://www.imdb.com/title/tt0076538,40100000.0,6.4
149,,USA,,Don Siegel,Drama,Thriller,War,English,R,13492,1971-05-28,105.0,The Beguiled,https://www.imdb.com/title/tt0066819,1100000.0,7.2
150,36000000,USA,76168721,David Frankel,Drama,Romance,,English,PG-13,72086,2016-12-16,97.0,Collateral Beauty,https://www.imdb.com/title/tt4682786,30982955.0,6.8
151,15000000,USA,,Elizabeth Allen Rosenbaum,Adventure,Comedy,Family,English,G,15549,2010-07-23,103.0,Ramona and Beezus,https://www.imdb.com/title/tt0493949,26161406.0,6.6
152,,Germany,,Fatih Akin,Drama,Romance,,German,R,45846,2004-03-11,121.0,Gegen die Wand,https://www.imdb.com/title/tt0347048,,8.0
153,,USA,,Michael Tiddes,Comedy,Fantasy,Romance,English,TV-14,12499,2017-08-11,96.0,Naked,https://www.imdb.com/title/tt6048930,,5.4
154,,USA,,Nimród Antal,Music,,,English,R,15045,2013-10-04,93.0,Metallica Through the Never,https://www.imdb.com/title/tt2172935,3419967.0,7.2
155,6000000,USA,,William Kaufman,Action,Thriller,,English,R,10930,2011-04-03,90.0,The Hit List,https://www.imdb.com/title/tt1575694,,5.4
156,,USA,,Barry Levinson,Horror,Sci-Fi,Thriller,English,R,22740,2012-11-21,84.0,The Bay,https://www.imdb.com/title/tt1713476,30474.0,5.6
157,29000000,UK,24000000,Peter Hewitt,Adventure,Comedy,Family,English,PG,18195,1998-02-13,89.0,The Borrowers,https://www.imdb.com/title/tt0118755,22359293.0,5.8
158,"
Budget:INR 110,000,000
            (estimated)
",India,,J.P. Dutta,Action,Drama,History,Hindi,R,11147,1997-06-13,176.0,Border,https://www.imdb.com/title/tt0118751,,7.9
159,30000000,USA,180949045,Quentin Tarantino,Action,Crime,Thriller,English,R,866260,2003-10-10,111.0,Kill Bill: Vol. 1,https://www.imdb.com/title/tt0266697,70099045.0,8.1
