,budget,cum_ww_gross,release_date,title,usa_gross
1112,"$50,000,000","$62,209,892",11/25/2009,Ninja Assassin,"$38,122,883"
1113,"$50,000,000","$49,928,680",5/28/2004,Raising Helen,"$37,485,528"
1114,"$50,000,000","$58,573,657",5/20/2016,The Nice Guys,"$36,261,763"
1115,"$50,000,000","$46,112,640",9/17/1999,For Love of the Game,"$35,188,640"
1116,"$50,000,000","$34,645,374",12/11/1998,Jack Frost,"$34,645,374"
1117,"$50,000,000","$89,895,930",6/4/2010,Marmaduke,"$33,644,788"
1118,"$50,000,000","$113,309,743",6/28/1996,Striptease,"$33,109,743"
1119,"$50,000,000","$105,246,941",10/15/2010,Hereafter,"$32,746,941"
1120,"$50,000,000","$56,643,267",4/19/2002,Murder by Numbers,"$31,874,869"
1121,"$50,000,000","$83,306,268",10/6/1995,Assassins,"$30,306,268"
1122,"$50,000,000","$55,348,693",2/12/2016,Zoolander 2,"$28,848,693"
1123,"$50,000,000","$52,987,754",1/16/2009,Defiance,"$28,644,813"
1124,"$50,000,000","$80,583,311",2/9/2007,Hannibal Rising,"$27,669,725"
1125,"$50,000,000","$27,100,030",10/15/1999,The Story of Us,"$27,100,030"
1126,"$50,000,000","$64,477,051",3/29/2013,The Host,"$26,623,701"
1127,"$50,000,000","$42,598,498",3/28/2003,Basic,"$26,599,248"
1128,"$50,000,000","$66,961,644",3/13/2015,Run All Night,"$26,461,644"
1129,"$50,000,000","$26,199,517",8/9/2002,Blood Work,"$26,199,517"
1130,"$50,000,000","$53,850,527",2/13/2009,The International,"$25,450,527"
1131,"$50,000,000","$25,426,861",8/9/1996,Escape from L.A.,"$25,426,861"
1132,"$50,000,000","$40,119,848",2/27/2004,Twisted,"$25,195,050"
1133,"$50,000,000","$34,806,726",12/10/2004,The Life Aquatic with Steve Zissou,"$24,006,726"
1134,"$50,000,000","$31,333,917",8/4/1999,The Iron Giant,"$23,159,305"
1135,"$50,000,000","$26,121,638",4/8/2011,Your Highness,"$21,596,445"
1136,"$50,000,000","$34,841,016",9/16/2016,Snowden,"$21,587,519"
1137,"$50,000,000","$41,642,166",9/30/2011,Dream House,"$21,302,340"
1138,"$50,000,000","$23,237,175",6/24/2016,Free State of Jones,"$20,810,036"
1139,"$50,000,000","$42,002,029",9/4/2009,Gamer,"$20,534,907"
1140,"$50,000,000","$22,099,706",2/25/2005,Man of the House,"$19,699,706"
1141,"$50,000,000","$28,920,188",2/21/2003,The Life of David Gale,"$19,694,635"
1142,"$50,000,000","$60,282,876",2/14/2013,Beautiful Creatures,"$19,452,138"
1143,"$50,000,000","$41,982,227",9/30/2005,Into the Blue,"$18,782,227"
1144,"$50,000,000","$56,077,088",9/14/2007,Eastern Promises,"$17,181,265"
1145,"$50,000,000","$16,581,575",7/1/1994,Baby's Day Out,"$16,581,575"
1146,"$50,000,000","$14,271,297",11/12/1999,The Messenger: The Story of Joan of Arc,"$14,271,297"
1147,"$50,000,000","$26,097,497",11/3/1995,Fair Game,"$11,497,497"
1148,"$50,000,000","$41,042,583",2/25/2011,Drive Angry,"$10,721,033"
1149,"$50,000,000","$10,561,038",11/7/1997,Mad City,"$10,561,038"
1150,"$50,000,000","$10,359,006",10/13/1995,The Scarlet Letter,"$10,359,006"
1151,"$50,000,000","$22,969,202",10/14/2005,Domino,"$10,169,202"
1152,"$50,000,000","$9,812,870",10/13/1995,Jade,"$9,812,870"
1153,"$50,000,000","$11,942,261",2/27/2009,Street Fighter: The Legend of Chun-Li,"$8,742,261"
1154,"$50,000,000","$8,374,062",3/29/2002,Death to Smoochy,"$8,355,815"
1155,"$50,000,000","$44,773,318",2/16/2018,Early Man,"$8,267,544"
1156,"$50,000,000","$37,472,651",11/13/2009,The Boat That Rocked,"$8,017,467"
1157,"$50,000,000","$6,626,115",1/30/2004,The Big Bounce,"$6,471,394"
1158,"$50,000,000","$6,291,602",3/3/2000,What Planet Are You From?,"$6,291,602"
1159,"$50,000,000","$5,216,924",4/17/2015,Child 44,"$1,224,330"
1160,"$50,000,000","$1,250,617",1/23/2009,Outlander,"$166,003"
1161,"$50,000,000","$26,387,039",3/15/2013,Upside Down,"$102,118"
1162,"$50,000,000","$15,505,922",10/2/2015,Shanghai,"$46,425"
1163,"$50,000,000",$0,12/31/2020,Hannibal the Conqueror,$0
1164,"$49,000,000","$72,689,126",11/2/2001,The One,"$43,905,746"
1165,"$49,000,000","$105,002,056",3/6/2015,Chappie,"$31,569,268"
1166,"$49,000,000","$20,423,389",7/11/1990,The Adventures of Ford Fairlane,"$20,423,389"
1167,"$49,000,000","$71,004,627",11/16/2012,Anna Karenina,"$12,816,367"
1168,"$48,000,000","$474,171,806",5/24/1989,Indiana Jones and the Last Crusade,"$197,171,806"
1169,"$48,000,000","$248,218,486",10/18/2002,The Ring,"$129,094,024"
1170,"$48,000,000","$208,300,000",12/27/2000,Traffic,"$124,107,476"
1171,"$48,000,000","$196,308,367",3/29/2002,Panic Room,"$95,308,367"
1172,"$48,000,000","$327,656,424",1/9/2015,Taken 3,"$89,256,424"
1173,"$48,000,000","$124,304,264",8/6/1999,The Thomas Crown Affair,"$69,304,264"
1174,"$48,000,000","$151,463,090",11/5/1999,The Bone Collector,"$66,488,090"
1175,"$48,000,000","$107,752,036",10/1/1999,Three Kings,"$60,652,036"
1176,"$48,000,000","$112,610,386",1/22/2010,Tooth Fairy,"$60,022,256"
1177,"$48,000,000","$86,607,223",8/17/2001,Rat Race,"$56,607,223"
1178,"$48,000,000","$71,171,825",9/7/2007,3:10 to Yuma,"$53,606,916"
1179,"$48,000,000","$50,315,140",8/13/2001,K-PAX,"$50,315,140"
1180,"$48,000,000","$70,937,778",12/25/2001,Kate and Leopold,"$47,095,453"
1181,"$48,000,000","$90,376,224",10/20/2000,Bedazzled,"$37,879,996"
1182,"$48,000,000","$77,562,568",6/26/1998,Out of Sight,"$37,562,568"
1183,"$48,000,000","$25,928,721",12/14/1984,The Cotton Club,"$25,928,721"
1184,"$47,500,000","$112,214,531",1/25/2008,Rambo,"$42,754,105"
1185,"$47,500,000","$20,351,772",7/13/2016,The Infiltrator,"$15,436,808"
1186,"$47,000,000","$162,738,726",6/15/1990,Dick Tracy,"$103,738,726"
1187,"$47,000,000","$203,162,211",11/11/2016,Arrival,"$100,546,139"
1188,"$47,000,000","$102,825,796",6/14/1996,The Cable Guy,"$60,240,295"
1189,"$47,000,000","$116,773,317",4/22/2009,Earth,"$32,011,576"
1190,"$47,000,000","$29,781,453",10/19/2001,Riding in Cars with Boys,"$29,781,453"
1191,"$47,000,000","$37,923,818",1/5/2007,Happily N'Ever After,"$15,849,032"
1192,"$47,000,000","$14,970,038",11/27/2002,Solaris,"$14,970,038"
1193,"$47,000,000","$11,022,696",6/18/2010,Jonah Hex,"$10,547,117"
1194,"$47,000,000","$12,900,000",2/23/1996,Mary Reilly,"$5,707,094"
1195,"$46,500,000","$23,727,516",12/23/2016,Silence,"$7,100,177"
1196,"$46,000,000","$298,923,419",6/20/1997,My Best Friend's Wedding,"$126,813,153"
1197,"$46,000,000","$160,648,493",7/20/2001,America's Sweethearts,"$93,607,673"
1198,"$46,000,000","$150,000,000",11/22/1996,Star Trek: First Contact,"$92,027,888"
1199,"$46,000,000","$113,622,499",5/24/2002,Insomnia,"$67,263,182"
1200,"$46,000,000","$113,402,302",9/20/2013,Prisoners,"$61,002,302"
1201,"$46,000,000","$100,833,145",7/12/1996,Courage Under Fire,"$59,003,384"
1202,"$46,000,000","$4,408,636",9/17/1982,Inchon,"$4,408,636"
1203,"$45,500,000","$36,180,824",12/31/2010,Arthur and the War of Two Worlds,"$347,136"
1204,"$45,000,000","$302,710,615",3/21/1997,Liar Liar,"$181,410,615"
1205,"$45,000,000","$363,095,319",11/20/1998,A Bug's Life,"$162,798,565"
1206,"$45,000,000","$377,807,404",10/5/2012,Taken 2,"$139,854,287"
1207,"$45,000,000","$358,500,000",5/27/1994,The Flintstones,"$130,531,208"
1208,"$45,000,000","$155,200,000",10/24/2003,Scary Movie 3,"$110,000,082"
1209,"$45,000,000","$213,420,951",12/22/2000,Miss Congeniality,"$106,807,667"
1210,"$45,000,000","$185,736,412",12/22/2017,Pitch Perfect 3,"$104,897,530"
1211,"$45,000,000","$243,180,937",7/11/2008,Journey to the Center of the Earth,"$101,704,370"
1212,"$45,000,000","$187,995,859",12/17/1993,The Pelican Brief,"$100,768,056"
1213,"$45,000,000","$122,071,435",8/11/2004,The Princess Diaries 2: Royal Engagement,"$95,149,435"
1214,"$45,000,000","$174,807,445",12/25/2007,The Bucket List,"$93,466,502"
1215,"$45,000,000","$117,615,211",7/20/1994,The Client,"$92,115,211"
1216,"$45,000,000","$160,971,922",11/23/2011,The Muppets,"$88,625,922"
1217,"$45,000,000","$178,100,000",6/5/1992,Patriot Games,"$83,287,363"
1218,"$45,000,000","$155,931,301",5/13/2005,Monster-in-Law,"$82,931,301"
1219,"$45,000,000","$104,505,362",10/5/2001,Training Day,"$76,261,036"
1220,"$45,000,000","$173,933,164",10/7/2016,The Girl on the Train,"$75,395,035"
1221,"$45,000,000","$90,523,726",12/24/1999,Galaxy Quest,"$71,423,726"
1222,"$45,000,000","$141,189,101",7/4/2001,Scary Movie 2,"$71,277,420"
1223,"$45,000,000","$131,237,688",8/21/1998,Blade,"$70,141,876"
1224,"$45,000,000","$76,665,507",1/14/2005,Coach Carter,"$67,264,877"
1225,"$45,000,000","$135,808,837",3/19/2010,The Bounty Hunter,"$67,061,228"
1226,"$45,000,000","$66,790,248",4/12/2002,Changing Lanes,"$66,790,248"
1227,"$45,000,000","$136,998,907",4/11/1997,Anaconda,"$65,598,907"
1228,"$45,000,000","$113,417,762",1/20/2006,Underworld: Evolution,"$62,318,875"
1229,"$45,000,000","$113,916,474",8/4/2000,Coyote Ugly,"$60,786,269"
1230,"$45,000,000","$248,774,244",11/7/2003,Love Actually,"$59,472,278"
1231,"$45,000,000","$58,617,334",8/9/1996,Jack,"$58,617,334"
1232,"$45,000,000","$57,362,581",10/7/1994,The Specialist,"$57,362,581"
1233,"$45,000,000","$91,340,376",12/9/2016,Office Christmas Party,"$54,767,494"
1234,"$45,000,000","$75,854,588",8/16/1996,Tin Cup,"$53,854,588"
1235,"$45,000,000","$72,359,917",11/23/2005,"Yours, Mine and Ours","$53,359,917"
1236,"$45,000,000","$55,842,724",5/13/2005,Kicking and Screaming,"$52,842,724"
1237,"$45,000,000","$102,746,214",4/29/2005,The Hitchhiker's Guide to the Galaxy,"$51,019,112"
1238,"$45,000,000","$146,162,920",9/21/2007,Resident Evil: Extinction,"$50,648,679"
1239,"$45,000,000","$48,563,556",12/25/2004,Fat Albert,"$48,114,556"
1240,"$45,000,000","$82,513,490",7/6/2012,Savages,"$47,323,100"
1241,"$45,000,000","$94,215,000",9/30/1994,The River Wild,"$46,815,000"
1242,"$45,000,000","$127,990,741",5/23/2014,Blended,"$46,290,741"
1243,"$45,000,000","$54,876,855",6/16/2017,All Eyez on Me,"$44,922,302"
1244,"$45,000,000","$43,343,247",1/13/2006,Last Holiday,"$38,399,961"
1245,"$45,000,000","$65,595,141",3/3/2006,16 Blocks,"$36,895,141"
1246,"$45,000,000","$35,627,222",7/14/1995,The Indian in the Cupboard,"$35,627,222"
1247,"$45,000,000","$61,475,984",9/10/2004,Cellular,"$32,003,620"
1248,"$45,000,000","$49,610,898",7/28/2006,The Ant Bully,"$28,142,535"
1249,"$45,000,000","$163,126,676",7/18/2003,Johnny English,"$28,013,509"
1250,"$45,000,000","$27,447,471",12/14/1984,Dune,"$27,447,471"
1251,"$45,000,000","$59,551,283",7/31/2009,Aliens in the Attic,"$25,200,412"
1252,"$45,000,000","$29,367,143",9/14/2007,Across the Universe,"$24,343,673"
1253,"$45,000,000","$79,604,820",12/26/2008,Revolutionary Road,"$22,951,340"
1254,"$45,000,000","$70,216,497",8/29/2008,Babylon A.D.,"$22,532,572"
1255,"$45,000,000","$112,006,296",11/4/1994,Frankenstein,"$22,006,296"
1256,"$45,000,000","$36,404,841",10/4/1996,The Glimmer Man,"$20,404,841"
1257,"$45,000,000","$20,133,326",7/17/1996,Multiplicity,"$20,133,326"
1258,"$45,000,000","$29,406,132",1/19/2001,The Pledge,"$19,719,930"
1259,"$45,000,000","$32,952,995",12/16/2005,The Producers: The Movie Musical,"$19,398,532"
1260,"$45,000,000","$17,220,599",6/7/1996,The Phantom,"$17,220,599"
1261,"$45,000,000","$17,492,014",7/1/2005,Rebound,"$16,809,014"
1262,"$45,000,000","$65,532,491",2/19/2010,The Ghost Writer,"$15,541,549"
1263,"$45,000,000","$18,120,267",12/22/2000,All the Pretty Horses,"$15,527,125"
1264,"$45,000,000","$46,598,133",9/5/2008,Bangkok Dangerous,"$15,298,133"
1265,"$45,000,000","$34,668,249",12/20/1995,Nixon,"$13,668,249"
1266,"$45,000,000","$41,467,606",9/21/2012,Dredd,"$13,414,714"
1267,"$45,000,000","$21,544,732",10/28/2011,The Rum Diary,"$13,109,815"
1268,"$45,000,000","$11,203,026",1/30/1998,Deep Rising,"$11,203,026"
1269,"$45,000,000","$164,640,401",10/21/2011,Johnny English Reborn,"$8,406,711"
1270,"$45,000,000","$9,676,497",9/26/2008,Miracle at St. Anna,"$7,916,887"
1271,"$45,000,000","$8,488,871",4/5/2002,Big Trouble,"$7,262,288"
1272,"$45,000,000","$76,904,429",12/21/2006,Man cheng jin dai huang jin jia,"$6,566,773"
1273,"$45,000,000","$31,077,418",11/16/2007,Love in the Time of Cholera,"$4,617,608"
1274,"$45,000,000","$31,681,811",12/25/2002,Pinocchio,"$3,681,811"
1275,"$45,000,000","$2,154,540",1/31/1997,Shadow Conspiracy,"$2,154,540"
1276,"$45,000,000","$73,706",12/31/2012,Foodfight!,$0
1277,"$44,500,000","$227,140,757",10/12/2012,Argo,"$136,025,503"
1278,"$44,000,000","$353,715,317",8/6/1993,The Fugitive,"$183,875,760"
1279,"$44,000,000","$300,400,000",5/22/1985,Rambo: First Blood Part II,"$150,415,432"
1280,"$44,000,000","$165,600,852",10/18/1996,Sleepers,"$53,300,852"
1281,"$44,000,000","$48,478,084",7/30/2010,Charlie St. Cloud,"$31,206,263"
1282,"$44,000,000","$22,730,924",2/2/1996,The Juror,"$22,730,924"
1283,"$44,000,000","$12,342,632",2/6/2014,The Interview,"$6,105,175"
1284,"$44,000,000","$3,484,523",11/19/1980,Heaven's Gate,"$3,484,331"
1285,"$43,000,000","$229,727,774",6/28/2013,The Heat,"$159,581,587"
1286,"$43,000,000","$80,013,623",12/19/2000,Finding Forrester,"$51,768,623"
1287,"$43,000,000","$62,063,972",4/14/2000,28 Days,"$37,035,515"
1288,"$43,000,000","$49,037,621",5/13/2005,Danny the Dog,"$24,537,621"
1289,"$43,000,000","$63,078,756",4/12/2002,The Sweetest Thing,"$24,430,272"
1290,"$43,000,000","$46,414,964",1/6/2017,A Monster Calls,"$3,740,823"
1291,"$42,500,000","$76,347,393",1/28/2011,The Mechanic,"$29,121,498"
1292,"$42,000,000","$270,340,892",6/30/1993,The Firm,"$158,340,892"
1293,"$42,000,000","$202,812,429",3/16/2012,21 Jump Street,"$138,447,667"
1294,"$42,000,000","$363,728,226",5/28/1999,Notting Hill,"$116,089,678"
1295,"$42,000,000","$227,793,915",6/21/2000,Chicken Run,"$106,793,915"
1296,"$42,000,000","$173,044,410",1/16/2004,Along Came Polly,"$88,073,507"
1297,"$42,000,000","$131,052,444",7/1/1992,Boomerang,"$70,052,444"
1298,"$42,000,000","$138,708,527",7/10/2009,BrÃ¼no,"$60,054,530"
1299,"$42,000,000","$71,000,000",6/12/1963,Cleopatra,"$57,000,000"
1300,"$42,000,000","$57,852,177",5/12/2017,Snatched,"$45,852,178"
1301,"$42,000,000","$73,239,258",10/12/2012,Here Comes the Boom,"$45,290,318"
1302,"$42,000,000","$63,781,100",4/5/2002,High Crimes,"$41,543,207"
1303,"$42,000,000","$41,267,469",11/15/1996,The Mirror Has Two Faces,"$41,267,469"
1304,"$42,000,000","$91,678,442",3/11/2011,Red Riding Hood,"$37,662,162"
1305,"$42,000,000","$56,438,555",1/25/2002,The Mothman Prophecies,"$35,228,696"
1306,"$42,000,000","$156,167,015",7/14/1989,Licence to Kill,"$34,667,015"
1307,"$42,000,000","$36,197,221",1/27/2012,One for the Money,"$26,414,527"
1308,"$42,000,000","$56,331,864",3/9/2001,15 Minutes,"$24,375,436"
1309,"$42,000,000","$60,437,727",9/16/2005,Lord of War,"$24,149,632"
1310,"$42,000,000","$20,844,907",5/28/1993,Super Mario Bros.,"$20,844,907"
1311,"$42,000,000","$66,787,173",10/2/1992,Hero,"$19,487,173"
1312,"$42,000,000","$45,688,337",1/27/2012,Man on a Ledge,"$18,620,000"
1313,"$42,000,000","$8,514,325",12/3/2010,The Warrior's Way,"$5,666,340"
1314,"$42,000,000","$4,408,420",4/18/1997,McHale's Navy,"$4,408,420"
1315,"$42,000,000","$11,756,922",5/28/2010,Micmacs,"$1,259,693"
1316,"$42,000,000","$83,833,602",12/31/2006,Les BronzÃ©s 3: amis pour la vie,$0
1317,"$42,000,000","$15,151,332",12/31/2015,Pourquoi j'ai pas mangÃ© mon pÃ¨re,$0
1318,"$41,000,000","$245,768,384",11/8/2002,8 Mile,"$116,724,075"
1319,"$41,000,000","$100,622,586",5/11/2001,A Knightâs Tale,"$56,083,966"
1320,"$41,000,000","$22,108,977",8/22/2003,The Medallion,"$22,108,977"
1321,"$41,000,000","$7,684,524",10/14/2011,The Big Year,"$7,204,138"
1322,"$40,000,000","$672,806,292",8/6/1999,The Sixth Sense,"$293,506,292"
1323,"$40,000,000","$283,218,368",7/15/2005,Wedding Crashers,"$209,218,368"
1324,"$40,000,000","$351,774,938",6/11/2010,The Karate Kid,"$176,591,618"
1325,"$40,000,000","$570,998,101",2/13/2015,Fifty Shades of Grey,"$166,167,230"
1326,"$40,000,000","$314,709,717",6/19/2009,The Proposal,"$163,958,031"
1327,"$40,000,000","$257,878,294",12/13/2013,American Hustle,"$150,117,807"
1328,"$40,000,000","$190,212,113",12/25/2003,Cheaper by the Dozen,"$138,614,544"
1329,"$40,000,000","$457,507,776",7/25/2014,Lucy,"$126,573,960"
1330,"$40,000,000","$149,804,632",12/25/2013,Lone Survivor,"$125,095,601"
1331,"$40,000,000","$332,000,000",11/22/1989,Back to the Future Part II,"$118,450,002"
1332,"$40,000,000","$177,835,231",9/24/1999,Double Jeopardy,"$116,735,231"
1333,"$40,000,000","$167,851,995",7/25/2003,Spy Kids 3-D: Game Over,"$111,760,631"
1334,"$40,000,000","$152,266,007",7/24/1996,A Time to Kill,"$108,766,007"
1335,"$40,000,000","$132,440,066",7/1/1992,A League of Their Own,"$107,533,925"
1336,"$40,000,000","$311,270,008",6/10/2016,The Conjuring 2: The Enfield Poltergeist,"$102,470,008"
1337,"$40,000,000","$224,922,135",10/1/2010,The Social Network,"$96,962,694"
1338,"$40,000,000","$97,470,701",4/12/2013,42,"$95,020,213"
1339,"$40,000,000","$126,646,119",8/7/2009,Julie & Julia,"$94,125,426"
1340,"$40,000,000","$181,053,657",2/6/2009,He's Just Not That Into You,"$93,953,653"
1341,"$40,000,000","$171,482,703",2/10/2017,John Wick: Chapter Two,"$92,029,184"
1342,"$40,000,000","$124,827,316",1/15/2016,Ride Along 2,"$90,862,685"
1343,"$40,000,000","$178,710,620",4/14/2006,Scary Movie 4,"$90,710,620"
1344,"$40,000,000","$106,511,453",3/27/2015,Get Hard,"$90,411,453"
1345,"$40,000,000","$161,838,076",2/4/2000,Scream 3,"$89,138,076"
1346,"$40,000,000","$244,088,654",5/24/1990,Back to the Future Part III,"$88,055,283"
1347,"$40,000,000","$153,055,291",10/14/2016,The Accountant,"$86,260,045"
1348,"$40,000,000","$156,553,592",11/14/2014,Dumb and Dumber To,"$86,208,010"
1349,"$40,000,000","$195,111,193",4/25/2014,The Other Woman,"$83,911,193"
1350,"$40,000,000","$215,862,692",11/13/1992,Bram Stoker's Dracula,"$82,522,790"
1351,"$40,000,000","$120,455,994",2/17/2006,Eight Below,"$81,612,565"
1352,"$40,000,000","$128,792,135",12/24/1999,The Talented Mr. Ripley,"$81,292,135"
1353,"$40,000,000","$197,232,734",9/25/2015,The Intern,"$75,764,672"
1354,"$40,000,000","$75,505,856",9/25/1992,The Last of the Mohicans,"$75,505,856"
1355,"$40,000,000","$124,823,094",10/29/2004,Ray,"$75,305,995"
1356,"$40,000,000","$158,527,918",4/1/2005,Sin City,"$74,103,820"
1357,"$40,000,000","$162,498,338",10/16/2015,Bridge of Spies,"$72,313,754"
1358,"$40,000,000","$150,886,329",2/22/2008,Vantage Point,"$72,266,306"
1359,"$40,000,000","$92,302,502",3/20/2009,"I Love You, Man","$72,013,010"
1360,"$40,000,000","$70,836,296",11/9/2001,Shallow Hal,"$70,836,296"
1361,"$40,000,000","$205,400,000",12/20/1991,JFK,"$70,405,498"
1362,"$40,000,000","$137,047,376",1/27/2006,Big Momma's House 2,"$70,165,972"
1363,"$40,000,000","$168,940,583",11/4/2016,Hacksaw Ridge,"$67,209,615"
1364,"$40,000,000","$145,238,250",3/2/2001,The Mexican,"$66,808,615"
1365,"$40,000,000","$187,384,627",8/28/2009,The Final Destination,"$66,477,700"
1366,"$40,000,000","$139,474,906",4/17/2009,17 Again,"$64,167,069"
1367,"$40,000,000","$136,123,083",2/18/2011,Unknown,"$63,686,397"
1368,"$40,000,000","$91,455,875",6/4/2010,Get Him to the Greek,"$61,153,526"
1369,"$40,000,000","$141,484,812",11/21/2003,Gothika,"$59,588,068"
1370,"$40,000,000","$58,855,732",11/30/2001,Behind Enemy Lines,"$58,855,732"
1371,"$40,000,000","$87,145,086",3/18/2011,The Lincoln Lawyer,"$58,009,200"
1372,"$40,000,000","$118,097,882",10/15/2004,Shall We Dance?,"$57,887,882"
1373,"$40,000,000","$58,501,127",8/25/2006,Invincible,"$57,806,952"
1374,"$40,000,000","$74,156,610",2/15/2013,Escape From Planet Earth,"$57,012,977"
1375,"$40,000,000","$71,743,823",7/10/1998,Small Soldiers,"$55,143,823"
1376,"$40,000,000","$87,949,859",7/31/1997,Spawn,"$54,979,992"
1377,"$40,000,000","$105,945,357",11/26/2014,Horrible Bosses 2,"$54,445,357"
1378,"$40,000,000","$75,389,090",1/25/2002,The Count of Monte Cristo,"$54,228,104"
1379,"$40,000,000","$104,407,366",10/20/2006,The Prestige,"$53,089,891"
1380,"$40,000,000","$114,830,111",6/16/2006,The Lake House,"$52,330,111"
1381,"$40,000,000","$127,234,389",7/9/2010,Predators,"$52,000,688"
1382,"$40,000,000","$55,249,159",8/15/2012,The Odd Life of Timothy Green,"$51,853,450"
1383,"$40,000,000","$191,200,000",7/31/1987,The Living Daylights,"$51,185,000"
1384,"$40,000,000","$121,032,272",12/8/2006,Apocalypto,"$50,866,635"
1385,"$40,000,000","$146,196,885",2/14/2007,Music and Lyrics,"$50,572,589"
1386,"$40,000,000","$49,851,591",6/18/1986,Legal Eagles,"$49,851,591"
1387,"$40,000,000","$92,111,551",3/12/2004,Secret Window,"$47,958,031"
1388,"$40,000,000","$92,256,918",8/12/2005,The Skeleton Key,"$47,907,715"
1389,"$40,000,000","$65,282,732",6/20/2014,Jersey Boys,"$47,047,013"
1390,"$40,000,000","$106,548,738",5/2/2008,Made of Honor,"$46,012,734"
1391,"$40,000,000","$45,916,769",11/21/1997,The Rainmaker,"$45,916,769"
1392,"$40,000,000","$44,948,240",2/7/1992,Medicine Man,"$44,948,240"
1393,"$40,000,000","$58,250,151",12/12/1997,Amistad,"$44,212,592"
1394,"$40,000,000","$86,778,557",5/30/2014,A Million Ways to Die in The West,"$42,720,965"
1395,"$40,000,000","$155,011,165",8/12/2011,Final Destination 5,"$42,587,643"
